NDB_No,Shrt_Desc,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_..mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_..µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.,,,,,,,,,,,
13983,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",70.52,158,20.57,8.45,1.01,0,0,0,12,2.02,22,206,336,82,5.05,0.063,0.002,25.4,0,0.079,0.154,5.875,0.73,0.597,3,0,3,3,58.6,1.88,13,4,4,0,0,0,0,0,0.11,0.1,4,1.5,3.424,4.307,0.384,69,,,,,,,,,
13597,"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0\ FAT",SEL,"RAW""",73.43,124,21.74,4.14,1.07,0,0,0,13,2.08,24,218,353,85,5.3,0.066,0.002,27.1,0,0.08,0.165,6.205,0.77,0.63,3,0,3,3,62.2,1.95,7,2,2,0,0,0,0,0,0.11,0.1,3,1.5,1.58,2.3,0.23,69,,,,,,,,,
13055,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8\ FAT",SEL,CKD,"BRSD""",53.39,280,28.97,17.37,0.93,0,0,0,17,2.4,19,180,237,49,6.92,0.09,0.01,28.1,0,0.063,0.158,4.175,0.572,0.285,9,0,9,9,110.3,1.92,0,0,0,0,0,0,0,0,0.5,0.3,11,1.8,6.888,7.481,0.642,107,,,,,,,,
13367,"BEEF,BRISKET,WHL,LN&FAT,0\FAT",ALL GRDS,CKD,"BRSD""",51.54,291,26.79,19.52,0.95,0,0,0,7,2.53,21,216,259,65,5.96,0.108,0.015,23.3,0,0.07,0.2,3.37,0.32,0.27,7,0,7,7,102,2.45,0,0,0,0,0,0,0,0,0.19,0.3,13,1.8,7.53,8.68,0.67,93,,,,,,,,
13804,"BEEF,BRISKET,WHL,LN&FAT,1/8\FAT",ALL GRDS,CKD,"BRSD""",49.58,331,25.85,24.5,0.92,0,0,0,7,2.46,20,207,251,64,5.77,0.104,0.015,22.8,0,0.06,0.2,3.27,0.31,0.26,7,0,7,7,98.5,2.4,0,0,0,0,0,0,0,0,0.19,0.4,16,1.9,9.44,10.89,0.85,93,,,,,,,,
13368,"BEEF,BRISKET,WHL,LN,0\FAT",ALL GRDS,CKD,"BRSD""",57.71,218,29.75,10.08,1.04,0,0,0,6,2.81,23,241,285,70,6.89,0.119,0.017,24.5,0,0.07,0.22,3.71,0.36,0.29,8,0,8,8,113.3,2.6,0,0,0,0,0,0,0,0,0.14,0.2,7,1.6,3.63,4.65,0.3,93,,,,,,,,
23115,"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0\",SEL,C,"RSTD""",61.29,229,24.86,14.41,0.94,0,0,0,19,2.16,20,185,312,76,8.24,0.067,0.012,26.3,0,0.067,0.174,4.314,0.663,0.382,6,0,6,6,65,2.66,23,7,7,0,0,0,0,0,0.07,0.1,4,1.6,6.192,6.843,0.679,81,,,,,,,,
13294,"BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0\ FAT",CHOIC,"RAW""",70.82,145,21.19,6.51,1.08,0.39,0,0,12,2.27,22,200,361,80,7.82,0.081,0.013,24.4,0,0.08,0.192,4.29,0.69,0.406,4,0,4,4,72.6,3.26,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,2.76,3.24,0.32,65,,,,,,,,,
13381,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0\",SEL,CKD,"BRSD""",53.39,288,27.17,19.02,1.33,0,0,0,14,2.67,20,171,261,64,9.28,0.092,0.012,31.7,0,0.066,0.211,3.465,0.677,0.292,7,0,7,7,85.4,2.88,28,8,8,0,0,0,0,0,0.06,0.1,5,1.6,7.854,8.763,0.858,98,,,,,,,,
23135,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0\ FAT",CHOICE," CKD""",51.36,303,27.16,21.56,0.94,0,0,0,16,2.51,16,169,241,65,8.93,0.097,0.014,31.7,0,0.066,0.208,3.791,0.669,0.269,7,0,7,7,88.9,3.12,26,8,8,0,0,0,0,0,0.11,0.2,6,1.6,9.268,10.359,0.88,96,,,,,,,,,
23137,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0\ FAT",ALL GR,"RAW""",66.33,205,18.97,14.32,0.88,0,0,0,14,2.1,16,175,291,77,6.65,0.083,0.012,19.1,0,0.07,0.162,3.875,0.646,0.338,3,0,3,3,65.6,2.91,14,4,4,0,0,0,0,0,0.16,0.1,4,1.5,6.154,6.957,0.605,70,,,,,,,,,
23138,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0\ FAT",CHOICE,"RAW""",65.78,210,18.87,14.99,0.86,0,0,0,15,2.16,16,177,302,76,7.02,0.083,0.012,19.6,0,0.07,0.166,3.821,0.62,0.337,3,0,3,3,66.5,2.94,13,4,4,0,0,0,0,0,0.18,0.1,5,1.5,6.387,7.274,0.614,70,,,,,,,,,
23136,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0\ FAT",SEL," CKD""",52.74,285,28.47,19.03,0.99,0,0,0,15,2.46,19,181,255,66,9.07,0.083,0.014,30.3,0,0.066,0.211,3.886,0.619,0.278,7,0,7,7,88.7,3.07,28,8,8,0,0,0,0,0,0.05,0.1,5,1.6,8.621,9.454,0.891,95,,,,,,,,,
23139,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0\ FAT",SEL,"RAW""",67.17,196,19.1,13.33,0.91,0,0,0,14,1.97,16,172,271,77,5.89,0.084,0.012,18.6,0,0.07,0.157,3.95,0.672,0.338,3,0,3,3,64.7,2.8,14,4,4,0,0,0,0,0,0.12,0.1,4,1.5,5.805,6.482,0.591,71,,,,,,,,,
23074,"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0\ FAT",ALL GRDS," RAW""",71.19,146,20.96,6.95,0.96,0,0,0,15,2.24,18,193,317,82,7.44,0.093,0.014,21.3,0,0.07,0.187,4.167,0.71,0.357,3,0,3,3,74,3.24,7,2,2,0,0,0,0,0,0.17,0.1,4,1.5,3.03,3.55,0.34,70,,,,,,,,,
23134,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0\ FAT",ALL GR," CKD""",51.91,296,27.69,20.55,0.96,0,0,0,16,2.49,17,172,247,65,8.91,0.093,0.014,30.7,0,0.066,0.209,3.804,0.644,0.272,7,0,7,7,88.8,3.1,27,8,8,0,0,0,0,0,0.09,0.1,6,1.6,9.009,9.997,0.884,96,,,,,,,,,
13821,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0\ FAT",ALL GRD," CKD""",64.79,183,26.65,8.46,1,0,0,0,19,2.47,22,210,344,80,9.73,0.078,0.014,27.3,0,0.075,0.193,4.693,0.725,0.409,6,0,6,6,79.5,3.24,5,2,2,0,0,0,0,0,0.12,0.1,5,1.6,3.422,4.167,0.426,83,,,,,,,,,
13972,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0\ FAT",ALL GRD," RAW""",72.48,137,20.61,6.01,1.03,0,0,0,18,2.18,21,204,357,85,8.21,0.065,0.011,22.5,0,0.065,0.16,4.593,0.655,0.403,3,0,3,3,69.3,2.95,6,2,2,0,0,0,0,0,0.2,0.1,4,1.5,2.55,3.11,0.31,69,,,,,,,,,
13973,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0\ FAT",CHOIC,"RAW""",72.16,139,20.67,6.21,1.05,0,0,0,17,2.18,21,201,332,85,8.25,0.063,0.011,21.8,0,0.06,0.157,4.593,0.59,0.383,3,0,3,3,68.7,2.91,6,2,2,0,0,0,0,0,0.23,0.1,4,1.5,2.354,2.938,0.299,67,,,,,,,,,
13822,"BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0\ FAT",CHOIC,"CKD""",63.88,190,26.41,9.36,0.99,0,0,0,18,2.52,22,211,339,79,9.93,0.08,0.014,27,0,0.08,0.197,4.593,0.74,0.399,6,0,6,6,87.9,3.46,4,1,1,0,0,0,0,0,0.14,0.1,5,1.6,3.751,4.691,0.431,84,,,,,,,,,
23113,"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0\",ALL GRD,CKD,"RSTD""",60.3,236,24.63,15.29,0.94,0,0,0,18,2.22,20,187,308,76,8.48,0.071,0.012,25.2,0,0.072,0.178,4.368,0.678,0.38,6,0,6,6,72.5,3.01,22,7,7,0,0,0,0,0,0.11,0.1,5,1.6,6.354,7.243,0.664,83,,,,,,,,
23114,"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0\",CH,CKD,"RSTD""",59.63,241,24.47,15.87,0.94,0,0,0,18,2.28,21,189,307,75,8.74,0.074,0.012,25.2,0,0.076,0.182,4.303,0.693,0.374,6,0,6,6,80,3.22,22,6,6,0,0,0,0,0,0.13,0.1,5,1.6,6.462,7.509,0.59,84,,,,,,,,
23141,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,CKD,"GRILLED""",54.74,283,24.95,20.35,0.94,0,0,0,15,2.46,21,192,333,71,8.63,0.079,0.012,26.8,0,0.066,0.188,4.649,0.746,0.357,6,0,6,6,75.8,2.89,24,7,7,0,0,0,0,0,0.1,0.1,6,1.6,8.677,9.479,0.799,86,,,,,,,,
23122,"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0\ FAT",ALL GRDS," CKD""",73.3,128,21.13,4.79,1.19,0,0,0,11,2.43,25,223,343,80,7.93,0.087,0.012,24.1,0,0.08,0.214,3.587,0.858,0.413,3,0,3,3,77.6,3.11,11,3,3,0,0,0,0,0,0.2,0.1,4,1.5,2.059,2.457,0.377,67,,,,,,,,,
23123,"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",72.83,131,21.19,5.18,1.24,0,0,0,11,2.5,26,229,347,82,8,0.089,0.013,24.1,0,0.08,0.215,3.513,0.814,0.407,3,0,3,3,75,3.19,11,3,3,0,0,0,0,0,0.19,0.1,4,1.5,2.114,2.576,0.365,67,,,,,,,,,
23086,"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0\ FAT",ALL GRDS,CKD,"BRSD""",59.82,190,33.31,6.34,1.65,0,0,0,15,3.42,23,239,309,68,10.93,0.15,0.026,38.8,0,0.085,0.287,3.88,0.93,0.39,8,0,8,8,123.5,4.44,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,2.52,3.043,0.511,115,,,,,,,,
23119,"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0\ FAT",ALL GRDS," CKD""",57.29,220,32.07,10.18,1.62,0,0,0,14,3.29,22,230,298,67,10.44,0.144,0.025,37.5,0,0.083,0.277,3.809,0.905,0.381,8,0,8,8,119,4.3,24,7,7,0,0,0,0,0,0.11,0.1,5,1.6,3.638,4.225,1.044,113,,,,,,,,,
23105,"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD",59.08,227,26.18,13.54,0.99,0.21,0,0,13,3.26,23,202,310,73,9.85,0.108,0.016,29.9,0,0.089,0.243,3.591,0.909,0.413,6,0,6,6,90,3.68,23,7,7,0,0,0,0,0,0.08,0.1,5,1.6,5.692,6.809,0.79,93,,,,,,,,,,,
23108,"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0\FT",All Gr," RW""",68.11,182,18.99,11.64,0.9,0.36,0,0,11,2.38,20,178,315,76,7.4,0.075,0.014,21.2,0,0.08,0.191,3.252,0.786,0.399,3,0,3,3,69.8,3.03,13,4,4,0,0,0,0,0,0.14,0.1,4,1.5,4.831,5.643,0.579,69,,,,,,,,,
13354,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0\ FA", SEL," CKD""",61.06,209,26.53,11.46,1.02,0,0,0,16,3.37,23,202,306,74,10.4,0.104,0.017,28,0,0.09,0.25,3.71,0.97,0.461,6,0,6,6,92.1,4.28,7,2,2,0,0,0,0,0,0.07,0.1,4,1.6,4.73,4.73,0.71,98,,,,,,,,,
13499,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0\ FA", SEL," RAW""",70.62,157,19.71,8.54,0.92,0.21,0,0,11,2.43,20,186,329,77,7.76,0.078,0.014,21.5,0,0.08,0.19,3.34,0.74,0.43,3,0,3,3,72.8,3.32,8,2,2,0,0,0,0,0,0.12,0.1,4,1.5,3.449,4.048,0.452,68,,,,,,,,,
23103,"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0\ FAT", CH," RAW""",66,202,19.15,13.93,0.98,0,0,0,12,2.13,19,181,329,76,6.99,0.073,0.011,21.7,0,0.079,0.167,3.983,0.63,0.38,3,0,3,3,64.5,2.94,13,4,4,0,0,0,0,0,0.16,0.1,5,1.5,5.896,6.794,0.588,66,,,,,,,,,
13293,"BEEF,CHK,UND BL POT RST,BNLESS,LN,0\ FAT",ALL GRDS,CKD," BRSD""",71.41,140,21.13,6.07,1.08,0.31,0,0,12,2.34,22,202,369,81,7.79,0.078,0.013,25.7,0,0.08,0.191,4.332,0.745,0.426,3,0,3,3,71.5,3.11,7,2,2,0,0,0,0,0,0.18,0.1,4,1.5,2.58,3.16,0.31,66,,,,,,,,
23104,"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0\ FAT", SEL," RAW""",67.76,187,19.2,12.27,0.98,0,0,0,12,2.27,20,188,347,77,6.98,0.067,0.011,24.6,0,0.079,0.167,4.106,0.728,0.421,3,0,3,3,63.2,2.63,14,4,4,0,0,0,0,0,0.17,0.1,4,1.5,5.473,6.229,0.557,67,,,,,,,,,
23102,"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0\ FT", All GR," raw""",66.7,196,19.17,13.26,0.98,0,0,0,12,2.19,20,184,336,76,6.99,0.071,0.011,22.9,0,0.079,0.167,4.032,0.679,0.397,3,0,3,3,63.9,2.82,13,4,4,0,0,0,0,0,0.16,0.1,4,1.5,5.726,6.568,0.576,66,,,,,,,,,
13349,"BEEF,CHK,UND BLADE POT RST OR STK,BNLESS,LN,0\ FAT",SEL," RAW""",72.3,134,21.03,5.41,1.07,0.19,0,0,12,2.43,23,206,380,81,7.74,0.074,0.013,27.6,0,0.08,0.19,4.395,0.8,0.454,3,0,3,3,70.4,2.89,7,2,2,0,0,0,0,0,0.18,0.1,3,1.5,2.572,5.868,0.615,66,,,,,,,,,
13359,"BEEF,CHK,UND BLCNTR STK,BNLESS,DEN CUT,LN,0\ FA", CHOICE," RAW""",68.24,178,19.23,10.96,0.91,0.67,0,0,12,2.4,20,180,317,76,7.47,0.076,0.014,22,0,0.08,0.2,3.347,0.87,0.407,3,0,3,3,70.7,2.95,7,2,2,0,0,0,0,0,0.15,0.1,5,1.5,4.588,5.45,0.576,70,,,,,,,,,
23099,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0\ FAT",ALL GR,CKD,"BR""",52.51,291,26.7,20.49,1.22,0,0,0,14,2.68,19,173,262,62,9.14,0.086,0.012,30.8,0,0.066,0.213,3.568,0.685,0.295,6,0,6,6,83.2,3.02,26,8,8,0,0,0,0,0,0.08,0.1,6,1.6,8.261,9.478,0.857,99,,,,,,,,
23106,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0\ FT",CH,CKD,"GLD""",58.12,236,26.1,14.41,0.98,0.4,0,0,12,3.27,23,204,313,73,9.66,0.11,0.017,31.9,0,0.089,0.24,3.575,0.86,0.395,6,0,6,6,89.2,3.46,22,7,7,0,0,0,0,0,0.09,0.1,5,1.6,5.963,7.02,0.806,89,,,,,,,,
23110,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0\FT", SEL,"RW""",69.3,172,19.2,10.5,0.91,0.09,0,0,11,2.38,20,181,320,76,7.51,0.076,0.014,20.8,0,0.079,0.183,3.292,0.72,0.421,3,0,3,3,70.4,3.22,13,4,4,0,0,0,0,0,0.12,0.1,4,1.5,4.37,5.047,0.522,68,,,,,,,,,
23107,"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0\ FT",SEL,CKD,"GLD""",60.52,215,26.3,12.25,1.01,0,0,0,16,3.31,23,198,301,73,10.19,0.103,0.016,27.7,0,0.089,0.246,3.681,0.957,0.456,6,0,6,6,90.7,4.22,23,7,7,0,0,0,0,0,0.07,0.1,4,1.6,5.285,6.491,0.766,98,,,,,,,,
13356,"BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0\ FA", ALL GRD," RAW""",69.19,170,19.42,9.99,0.91,0.49,0,0,11,2.42,20,181,321,77,7.58,0.077,0.014,21.7,0,0.08,0.197,3.287,0.805,0.405,3,0,3,3,71.8,3.1,7,2,2,0,0,0,0,0,0.14,0.1,4,1.5,4.132,4.889,0.526,69,,,,,,,,,
23109,"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0\FAT", CH," RW""",67.31,189,18.85,12.4,0.9,0.53,0,0,11,2.37,20,177,312,75,7.32,0.075,0.014,21.5,0,0.08,0.195,3.316,0.853,0.402,3,0,3,3,69.3,2.9,13,4,4,0,0,0,0,0,0.15,0.1,5,1.5,5.137,6.04,0.617,70,,,,,,,,,
13383,"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0\ FAT",CHOIC,CKD,"BRSD""",57.85,231,30.45,11.14,1.27,0,0,0,14,3.2,22,207,307,63,11.21,0.096,0.016,34.8,0,0.07,0.248,3.96,0.77,0.32,7,0,7,7,94.2,3.5,5,2,2,0,0,0,0,0,0.1,0.1,6,1.6,4.344,5.67,0.519,105,,,,,,,,
23069,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0\ FAT",CHOIC,"CKD""",56.64,234,30.95,12.22,1.06,0,0,0,17,2.97,18,200,279,69,10.98,0.114,0.018,36.4,0,0.07,0.24,4.14,0.74,0.286,8,0,8,8,104,3.51,5,2,2,0,0,0,0,0,0.12,0.2,6,1.6,5.38,6.23,0.55,100,,,,,,,,,
23072,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0\ FAT",CHOIC,"RAW""",70.58,152,20.87,7.67,0.94,0,0,0,15,2.31,18,195,330,81,7.86,0.092,0.014,21.9,0,0.07,0.19,4.097,0.68,0.355,3,0,3,3,75.1,3.27,6,2,2,0,0,0,0,0,0.2,0.1,4,1.5,3.419,4.071,0.378,70,,,,,,,,,
23070,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0\ FAT",SEL,CKD,"B""",57.54,221,32.1,10.24,1.12,0,0,0,16,2.86,21,212,292,70,10.94,0.095,0.017,34.3,0,0.07,0.24,4.22,0.67,0.295,8,0,8,8,101.9,3.4,8,2,2,0,0,0,0,0,0.05,0.1,5,1.6,3,6.4,0.69,99,,,,,,,,
23073,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0\ FAT",SEL,"RAW""",72.11,137,21.1,5.89,0.99,0,0,0,15,2.08,18,189,293,82,6.53,0.094,0.015,20.8,0,0.07,0.18,4.25,0.74,0.357,3,0,3,3,72.8,3.1,7,2,2,0,0,0,0,0,0.12,0.1,3,1.5,2.57,2.95,0.32,71,,,,,,,,,
13786,"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0\",ALL G,"RAW""",68.8,180,19.18,11.48,0.97,0,0,0,17,2.08,19,189,332,81,7.52,0.061,0.01,20.6,0,0.066,0.145,4.324,0.614,0.383,3,0,3,3,63.5,2.73,13,4,4,0,0,0,0,0,0.19,0.1,4,1.5,5.042,5.837,0.526,69,,,,,,,,,
13823,"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0\ FAT",SEL,"CKD""",66.16,172,27.02,7.12,1.01,0,0,0,20,2.42,22,209,351,81,9.56,0.074,0.014,28.7,0,0.07,0.19,4.65,0.71,0.413,7,0,7,7,71.2,2.85,6,2,2,0,0,0,0,0,0.08,0.1,4,1.6,2.929,3.38,0.418,81,,,,,,,,,
13974,"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0\ FAT",SEL,"RAW""",72.96,133,20.52,5.71,1.01,0,0,0,19,2.21,21,200,393,86,8.29,0.071,0.011,24.3,0,0.07,0.17,4.83,0.72,0.435,3,0,3,3,69.9,2.98,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,1.61,3.67,0.37,74,,,,,,,,,
13788,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0\ FAT",CHOIC,"RAW""",68.26,185,19.14,12.02,0.98,0,0,0,17,2.08,19,186,310,80,7.54,0.059,0.009,20,0,0.061,0.141,4.323,0.553,0.365,3,0,3,3,62.5,2.69,12,4,4,0,0,0,0,0,0.21,0.1,4,1.5,5.072,5.908,0.527,67,,,,,,,,,
13791,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0\ FAT",SEL,"RAW""",69.61,173,19.25,10.67,0.95,0,0,0,18,2.12,19,187,367,82,7.66,0.066,0.01,22.4,0,0.07,0.155,4.56,0.675,0.414,3,0,3,3,64.5,2.78,13,4,4,0,0,0,0,0,0.14,0.1,4,1.5,4.998,5.732,0.525,73,,,,,,,,,
23140,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0\ FAT",ALL GRDS,CKD,"GR""",55.22,277,24.98,19.64,0.94,0,0,0,16,2.45,22,193,325,71,8.68,0.077,0.012,27.5,0,0.066,0.191,4.663,0.752,0.373,6,0,6,6,79,3.03,25,7,7,0,0,0,0,0,0.1,0.1,5,1.6,8.66,9.457,0.81,87,,,,,,,,
23143,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0\ FAT",ALL GRDS,"RAW""",64.48,223,18.86,16.35,0.86,0,0,0,14,2.1,19,179,329,66,7.26,0.064,0.009,19.8,0,0.074,0.144,4.351,0.649,0.362,3,0,3,3,63.3,2.7,14,4,4,0,0,0,0,0,0.15,0.1,5,1.5,6.963,7.739,0.666,68,,,,,,,,,
23144,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",63.98,227,18.86,16.85,0.84,0,0,0,14,2.1,19,179,330,66,7.3,0.065,0.008,19.9,0,0.07,0.141,4.34,0.642,0.326,3,0,3,3,61.3,2.74,14,4,4,0,0,0,0,0,0.15,0.1,5,1.5,7.176,7.978,0.65,68,,,,,,,,,
23142,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0\ FAT",SEL,CKD,"GRILLED""",55.93,267,25.03,18.57,0.94,0,0,0,17,2.42,22,192,307,70,8.78,0.072,0.012,29.1,0,0.066,0.194,4.773,0.758,0.408,6,0,6,6,82.1,3.14,26,8,8,0,0,0,0,0,0.09,0.1,5,1.6,8.633,9.422,0.827,89,,,,,,,,
23145,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",65.24,216,18.86,15.6,0.89,0,0,0,14,2.14,20,184,342,68,7.36,0.062,0.009,19.7,0,0.078,0.143,4.377,0.656,0.405,3,0,3,3,65.3,2.64,15,4,4,0,0,0,0,0,0.14,0.1,4,1.5,6.644,7.381,0.689,68,,,,,,,,,
23077,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"GRILLED""",60.79,209,27.94,10.79,1.03,0,0,0,17,2.87,25,228,380,75,10.54,0.088,0.015,31,0,0.07,0.217,5.19,0.835,0.412,7,0,7,7,90.4,3.37,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,4.83,5.39,0.48,88,,,,,,,,
23080,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",70.25,153,21.29,7.56,0.94,0,0,0,15,2.28,22,202,371,70,8.39,0.072,0.01,22.8,0,0.075,0.17,4.827,0.73,0.392,3,0,3,3,73.4,3.07,7,2,2,0,0,0,0,0,0.17,0.1,4,1.5,3.267,3.71,0.372,67,,,,,,,,,
23075,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",CHOIC,CKD,"GRILLED""",60.35,215,27.97,11.47,1.03,0,0,0,16,2.88,24,227,391,75,10.5,0.091,0.015,30.1,0,0.07,0.213,5.18,0.83,0.393,7,0,7,7,86.8,3.2,5,1,1,0,0,0,0,0,0.11,0.1,6,1.6,4.895,5.461,0.478,86,,,,,,,,
23078,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",CHOIC,"RAW""",69.48,160,21.31,8.29,0.92,0,0,0,15,2.27,22,201,371,70,8.41,0.074,0.01,22.9,0,0.07,0.167,4.803,0.72,0.346,3,0,3,3,70.8,3.1,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,3.605,4.088,0.359,66,,,,,,,,,
23076,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",SEL,CKD,"GRILLED""",61.45,199,27.88,9.77,1.03,0,0,0,19,2.81,25,226,356,74,10.6,0.082,0.015,32.8,0,0.07,0.22,5.31,0.84,0.454,7,0,7,7,94,3.5,7,2,2,0,0,0,0,0,0.1,0.1,4,1.6,2.9,6.13,0.58,91,,,,,,,,
23079,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0\ FAT",SEL,"RAW""",71.41,143,21.28,6.47,0.98,0,0,0,15,2.33,23,209,388,73,8.54,0.07,0.011,22.8,0,0.08,0.17,4.87,0.74,0.446,3,0,3,3,76.1,3,7,2,2,0,0,0,0,0,0.15,0.1,4,1.5,2.759,3.143,0.392,69,,,,,,,,,
23090,"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD",60.08,191,32.41,6.82,1.26,0,0,0,16,2.96,23,228,319,67,8.32,0.12,0.017,34.6,0,0.075,0.25,4.117,0.71,0.511,8,0,8,8,102.6,2.73,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,2.8,3.5,0.45,99,,,,,,,,,,,
23093,"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",72.51,128,21.75,4.48,1.11,0.16,0,0,13,2.12,21,213,367,80,5.43,0.088,0.014,24.2,0,0.08,0.17,5.003,0.665,0.567,3,0,3,3,71.8,2.3,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,1.86,2.32,0.3,64,,,,,,,,,,,
23092,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",59.49,194,32.49,7.14,1.31,0,0,0,17,3.06,22,223,315,65,8.27,0.125,0.017,35.3,0,0.07,0.227,4.013,0.72,0.505,8,0,8,8,102.6,2.85,5,1,1,0,0,0,0,0,0.13,0.1,6,1.6,2.87,3.57,0.41,96,,,,,,,,,,,
